Sun Jun 20 01:46:48 2021    output.dat

         49206 function calls (48631 primitive calls) in 5.696 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.051    0.017 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:2224(to_native_types)
       18    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:1568(<genexpr>)
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\_config\config.py:555(_get_root)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\datetimelike.py:274(__getitem__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:969(get_data)
        9    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\numerictypes.py:651(<listcomp>)
       27    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.checknull}
        3    0.000    0.000    0.004    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:4124(drop)
        3    0.000    0.000    0.178    0.059 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:1545(_make_index)
        3    0.000    0.000    0.003    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:1987(close)
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\common.py:154(stringify_path)
       18    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:1281(_get_names)
        3    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexing.py:1505(_get_slice_axis)
        9    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\common.py:254(maybe_iterable_to_list)
        3    0.000    0.000    0.004    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:2791(intersection)
        1    0.000    0.000    0.001    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:1(<module>)
       23    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\typing.py:762(__setattr__)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\range.py:133(_simple_new)
       49    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:347(dtype)
        3    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\tools\datetimes.py:183(_box_as_indexlike)
       18    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        6    0.000    0.000    0.014    0.002 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\_mixins.py:270(_reduce)
       57    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\numerictypes.py:584(<listcomp>)
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:4797(<genexpr>)
       12    0.000    0.000    0.008    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\_methods.py:45(_sum)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\base.py:503(to_numpy)
       33    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\range.py:747(__len__)
        6    0.000    0.000    0.000    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:3036(get_loc)
        3    0.000    0.000    0.002    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:4815(_reindex_axes)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\common.py:108(is_url)
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:1803(is_boolean)
       20    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:351(iget)
       55    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\_config\config.py:104(_get_option)
       72    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\typing.py:1822(new_type)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\getlimits.py:514(__init__)
       21    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:532(is_)
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:340(_validate_dtype)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:5947(default_index)
       18    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\missing.py:721(clean_reindex_fill_method)
        3    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexing.py:882(__getitem__)
        3    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:132(_initialize_columns)
        3    0.000    0.000    0.002    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\frame.py:4157(reindex)
       24    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\_config\config.py:569(_get_deprecated_option)
        6    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.generic' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\urllib\parse.py:110(_coerce_args)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\_mixins.py:128(ravel)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:1963(is_object)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:10565(_logical_func)
       45    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:1588(_block)
       62    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_float}
        3    0.000    0.000    4.945    1.648 C:/Users/Monika Bisht/Desktop/Nunam_Internship/Task_2/Task_2_Processing.py:24(read_data)
       15    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:1869(_shape_compat)
       10    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:690(<listcomp>)
        9    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\nanops.py:174(_get_fill_value)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:742(take)
       18    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:1121(<genexpr>)
       26    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\concat.py:487(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\_mixins.py:151(copy)
        9    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:2134(_is_all_dates)
       13    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\concat.py:501(_is_uniform_reindex)
        3    0.000    0.000    0.235    0.078 C:/Users/Monika Bisht/Desktop/Nunam_Internship/Task_2/Task_2_Processing.py:34(write_csv)
        4    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_bool_array}
        3    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:4330(append)
       34    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:343(shape)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:170(data_index)
       27    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:1378(take_nd)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\re.py:289(_compile)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\typing.py:659(__init__)
       15    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\common.py:317(apply_if_callable)
        3    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:299(<listcomp>)
        9    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:150(from_blocks)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\construction.py:364(extract_index)
        9    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:128(has_mi_columns)
        9    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\_ufunc_config.py:433(__enter__)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\typing.py:120(_type_check)
        9    0.000    0.000    0.000    0.000 {pandas._libs.internals.get_blkno_placements}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:849(get_code)
      3/2    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\typing.py:347(__getitem__)
        6    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:3606(xs)
       13    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:319(_slice)
        3    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:796(copy)
        3    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:4358(_concat)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:3314(_validate_positional_slice)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\fromnumeric.py:2355(all)
        3    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       15    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\datetimes.py:509(tz)
        9    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:476(_get_block_manager_axis)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:255(_save_header)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\base.py:796(__iter__)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:5287(_maybe_cast_indexer)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:782(<listcomp>)
        3    0.000    0.000    0.107    0.036 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:674(to_native_types)
        3    0.000    0.000    0.000    0.000 {pandas._libs.lib.array_equivalent_object}
        3    0.000    0.000    0.002    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\series.py:4337(reindex)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1431(find_spec)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\algorithms.py:231(_ensure_arraylike)
       54    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:248(flags)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:1575(_get_simple_index)
       36    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        3    0.000    0.000    0.228    0.076 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:250(_save)
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:1615(dtype)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       16    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\_methods.py:59(_all)
       18    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\_mixins.py:107(__len__)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:653(view)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:3476(_clean_index_names)
        9    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\_ufunc_config.py:438(__exit__)
       30    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:623(dtype)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\_dtype.py:34(__str__)
       45    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\datetimelike.py:205(_ndarray)
       39    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       23    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\typing.py:646(_is_dunder)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\common.py:954(is_datetime64_ns_dtype)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\reshape\merge.py:762(_maybe_restore_index_levels)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\reshape\merge.py:2099(<genexpr>)
        3    0.000    0.000    1.973    0.658 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:1835(_do_date_conversions)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:4216(_update_inplace)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:189(_has_aliases)
        3    0.000    0.000    0.002    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\frame.py:4048(_reindex_columns)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\util\_validators.py:248(validate_axis_style_args)
       27    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:227(attrs)
       13    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:114(_simple_new)
        4    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:2520(is_bool)
       71    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\_collections_abc.py:392(__subclasshook__)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\datetimelike.py:288(_get_getitem_freq)
        3    0.000    0.000    0.005    0.002 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\reshape\merge.py:2153(_items_overlap_with_suffix)
       15    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\inference.py:185(is_array_like)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:5538(f)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:1423(_has_complex_date_col)
        3    0.000    0.000    0.000    0.000 {method 'to_datetime64' of 'pandas._libs.tslibs.nattype._NaT' objects}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:2773(_wrap_setop_result)
        9    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\ops\common.py:92(_maybe_match_name)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\copy.py:66(copy)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:1571(_is_label_or_level_reference)
       35    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:173(blklocs)
       27    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:5522(_protect_consolidate)
        3    0.000    0.000    0.003    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\series.py:1560(to_frame)
       14    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\common.py:1276(is_string_like_dtype)
       15    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_platform_int}
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:1836(__contains__)
       36    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       13    0.000    0.000    0.000    0.000 {method 'add' of 'pandas._libs.internals.BlockPlacement' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:5513(delete)
       26    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\concat.py:494(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\re.py:223(split)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap>:986(_find_and_load)
       31    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\typing.py:329(__hash__)
       15    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:5001(_index_as_unique)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\fromnumeric.py:2912(prod)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\common.py:177(any_not_none)
       33    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_iterator}
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:1239(name)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\common.py:191(count_not_none)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\_dtype.py:178(_datetime_metadata_str)
       15    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:2178(internal_values)
        3    0.000    0.000    0.004    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\frame.py:4178(drop)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:4841(_needs_reindex_multi)
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:681(is_consolidated)
       22    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\fromnumeric.py:71(<dictcomp>)
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\_config\config.py:232(__call__)
        9    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\inference.py:96(is_file_like)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(can_cast)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:606(__array__)
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:545(_info_axis)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\common.py:1234(is_numeric_dtype)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:1996(_set_noconvert_columns)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\datetimes.py:2341(_maybe_normalize_endpoints)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:1875(is_floating)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:1419(close)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\numeric.py:148(ones)
        6    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\typing.py:768(__instancecheck__)
       15    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\nanops.py:330(_na_ok_dtype)
       12    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\series.py:473(dtype)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:890(_find_spec)
        9    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\_ufunc_config.py:429(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\datetimelike.py:413(copy)
        3    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\algorithms.py:1570(take)
        3    0.000    0.000    0.002    0.001 {method 'min' of 'numpy.ndarray' objects}
       11    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\_collections_abc.py:252(__subclasshook__)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(all)
