Sun Jun 20 01:45:25 2021    output.dat

         325825230 function calls (325819525 primitive calls) in 378.583 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   118/35    0.000    0.000    0.007    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:435(_parse_sub)
       72    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:1097(_is_potential_multi_index)
       24    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:876(_clean_options)
      570    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:51(_unpack_uint32)
     1239    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\datetimes.py:487(dtype)
  194/193    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap>:549(module_from_spec)
       79    0.000    0.000    0.005    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\fonts.py:69(__init__)
      488    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\colors.py:131(__set__)
      294    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:5296(_validate_indexer)
       98    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:2182(array_values)
       24    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\range.py:85(__new__)
       51    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
      323    0.000    0.000    0.002    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\construction.py:354(extract_array)
      597    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\_dtype.py:24(_kind_name)
      101    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\datetimelike.py:209(_from_backing_data)
       72    0.000    0.000    0.002    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:6023(_maybe_cast_data_without_dtype)
       72    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:2879(_next_line)
     2806    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
      102    0.000    0.000    0.003    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\alignment.py:45(__init__)
       62    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\zipfile.py:1049(close)
      238    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
       16    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\concat.py:24(_get_dtype_kinds)
      195    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:1863(_asarray_compat)
      595    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\common.py:195(<lambda>)
       50    0.000    0.000    0.003    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\xml\etree\ElementTree.py:1206(iterparse)
      112    0.000    0.000    0.010    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\concat.py:209(is_na)
        1    0.000    0.000    0.019    0.019 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\builtins.py:5(<module>)
      128    0.000    0.000    0.010    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\concat.py:491(<genexpr>)
       98    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:3314(_validate_positional_slice)
       26    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\xml\etree\ElementTree.py:1278(_close_and_return_root)
       91    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\_asarray.py:382(<setcomp>)
      119    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\datetimelike.py:1787(maybe_infer_freq)
       24    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1479(_fill_cache)
      192    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1426(_get_spec)
       19    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\concat.py:536(_combine_concat_plans)
       21    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\missing.py:635(<lambda>)
       98    0.000    0.000    0.023    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexing.py:1479(_getitem_axis)
       24    0.000    0.000    0.093    0.004 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:1690(create_block_manager_from_arrays)
      199    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:80(na_rep)
      125    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\flags.py:83(allows_duplicate_labels)
       26    0.000    0.000    0.007    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\worksheet\header_footer.py:231(__init__)
      517    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(parent)
      192    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:424(_get_cached)
       24    0.000    0.000    0.003    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\series.py:4149(_reduce)
      207    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
       56    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\concat.py:190(needs_filling)
      216    0.000    0.000    0.019    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\_methods.py:45(_sum)
       24    0.000    0.000    0.005    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:1039(_make_engine)
      645    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
      207    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:58(__init__)
       66    0.000    0.000    0.003    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\cell_style.py:93(__init__)
      264    0.000    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:90(_path_is_mode_type)
      257    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\common.py:355(is_datetime64_dtype)
      274    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:456(_get_axis_number)
       27    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:318(_verify_integrity)
      336    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\common.py:912(is_datetime64_any_dtype)
      382    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:376(cached)
       16    0.000    0.000    0.057    0.004 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\concat.py:101(concat_compat)
       96    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\series.py:538(name)
       98    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:3834(_set_is_copy)
      839    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:173(blklocs)
        3    0.000    0.000    0.142    0.047 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\reshape\concat.py:469(get_result)
       45    0.000    0.000    0.050    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:1829(_simple_blockify)
       87    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\missing.py:465(_array_equivalent_object)
      196    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\datetimes.py:509(tz)
      324    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\range.py:747(__len__)
      285    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\borders.py:49(__init__)
      124    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\zipfile.py:344(__init__)
       24    0.000    0.000    0.020    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\series.py:372(_init_dict)
       24    0.000    0.000    0.008    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:2172(TextParser)
      146    0.000    0.000    0.002    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\_methods.py:59(_all)
      340    0.000    0.000    0.000    0.000 {built-in method pandas._libs.writers.word_len}
      199    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\common.py:1276(is_string_like_dtype)
      196    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\datetimelike.py:235(asi8)
       98    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexing.py:103(iloc)
      190    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:526(_validate_timestamp_pyc)
      863    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:249(match)
      104    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:476(_get_block_manager_axis)
       98    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:182(nlevels)
       54    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\distutils\version.py:331(_cmp)
      595    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\common.py:190(classes_and_not_datetimelike)
      594    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:867(__exit__)
      229    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\descriptors\base.py:82(__set__)
       48    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\_ufunc_config.py:32(seterr)
      144    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\common.py:757(is_signed_integer_dtype)
       35    0.000    0.000    0.012    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\sre_compile.py:759(compile)
       98    0.000    0.000    0.002    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:150(from_blocks)
      206    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:147(__enter__)
       58    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\borders.py:87(__init__)
        2    0.000    0.000    0.032    0.016 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\reader\excel.py:203(read_worksheets)
       24    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\nanops.py:243(_get_values)
      190    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1010(path_stats)
       49    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\_dtype.py:34(__str__)
      849    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      689    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       72    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\inference.py:263(is_dict_like)
      594    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:863(__enter__)
       24    0.000    0.000    0.468    0.019 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\construction.py:62(arrays_to_mgr)
      196    0.000    0.000    0.036    0.000 <frozen importlib._bootstrap_external>:1334(find_spec)
      380    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        3    0.000    0.000   13.765    4.588 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\format.py:1034(to_csv)
      190    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:456(_check_name_wrapper)
      146    0.000    0.000    0.002    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\colors.py:80(__init__)
      246    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1265(_path_importer_cache)
      701    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:160(__len__)
       63    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\worksheet\_reader.py:258(parse_column_dimensions)
      268    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
       98    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\common.py:317(apply_if_callable)
       54    0.000    0.000    0.002    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\named_styles.py:51(__init__)
       48    0.000    0.000    0.004    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:1577(from_array)
      144    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\common.py:813(is_unsigned_integer_dtype)
      199    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:88(decimal)
       72    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\series.py:439(_set_axis)
        7    0.000    0.000    0.017    0.002 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\common.py:491(get_handle)
      101    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:606(__array__)
      120    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\series.py:488(name)
       24    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\range.py:133(_simple_new)
      304    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:1232(name)
     16/4    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\descriptors\serialisable.py:106(to_tree)
       34    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\utils\indexed_list.py:14(__init__)
       35    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\sre_compile.py:536(_compile_info)
       24    0.000    0.000    0.003    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:10565(_logical_func)
      194    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       87    0.000    0.000    0.000    0.000 {pandas._libs.lib.array_equivalent_object}
       64    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\cell_style.py:126(to_array)
       24    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\workbook\workbook.py:308(<listcomp>)
        3    0.000    0.000    0.013    0.004 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\reshape\concat.py:306(__init__)
      190    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
      308    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       86    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\distutils\version.py:312(<listcomp>)
      399    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\typing.py:1822(new_type)
      196    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\extension.py:58(fget)
       28    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\workbook\workbook.py:327(<listcomp>)
       72    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:5969(_maybe_cast_with_dtype)
      101    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:96(index)
       62    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\posixpath.py:71(join)
       40    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
      240    0.000    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:99(_path_isfile)
      102    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\descriptors\base.py:136(__init__)
       26    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\worksheet\dimensions.py:260(__init__)
     1032    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      450    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:286(tell)
       48    0.000    0.000    0.004    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\worksheet\_read_only.py:53(_get_source)
       48    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\_ufunc_config.py:132(geterr)
      254    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\descriptors\nested.py:38(from_tree)
       24    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:1371(_validate_parse_dates_presence)
      120    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:1626(internal_values)
        8    0.000    0.000    0.003    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\concat.py:425(_get_upcast_classes)
        4    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
     1032    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      470    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:172(append)
       77    0.000    0.000    0.008    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\fonts.py:101(from_tree)
      186    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\encodings\cp437.py:14(decode)
      206    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:151(__exit__)
       96    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\construction.py:612(is_empty_data)
      326    0.000    0.000    0.006    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:4070(_values)
      198    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:342(__init__)
       24    0.000    0.000    0.016    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\construction.py:632(create_series_with_explicit_dtype)
      144    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:1121(<genexpr>)
       24    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\base.py:796(__iter__)
    53/52    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\typing.py:255(inner)
      195    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:3598(_get_na_values)
      102    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\common.py:1743(validate_all_hashable)
        8    0.000    0.000    0.004    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\concat.py:348(_get_empty_dtype_and_na)
    71/50    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\typing.py:720(__hash__)
       26    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\worksheet\page.py:167(__init__)
      199    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\common.py:1304(<lambda>)
      199    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:84(float_format)
      195    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\common.py:129(cast_scalar_indexer)
      570    0.000    0.000    0.000    0.000 {built-in method from_bytes}
    217/4    0.000    0.000    0.418    0.104 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
      190    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       48    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\distutils\version.py:69(__ge__)
       22    0.000    0.000    0.156    0.007 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\cast.py:1315(try_datetime)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       72    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:5449(__getattr__)
       72    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
      204    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\common.py:1762(<genexpr>)
      119    0.000    0.000    0.000    0.000 {built-in method pandas._libs.tslibs.timezones.maybe_get_tz}
       35    0.000    0.000    0.008    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:937(parse)
        1    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\xlrd\biffh.py:5(<module>)
        8    0.000    0.000    0.053    0.007 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\concat.py:313(<listcomp>)
       51    0.000    0.000    0.002    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\abc.py:84(__new__)
       24    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:394(validate_integer)
       24    0.000    0.000    0.027    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\worksheet\_reader.py:160(parse_dimensions)
       62    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\zipfile.py:768(close)
       44    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\worksheet\views.py:43(__init__)
      186    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
       24    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:3075(_get_index_name)
       24    0.000    0.000    1.418    0.059 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:2532(_convert_data)
      719    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
      119    0.000    0.000    0.000    0.000 {built-in method pandas._libs.tslibs.offsets.to_offset}
       24    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:2507(_exclude_implicit_index)
       58    0.000    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\fills.py:96(_from_tree)
      331    0.000    0.000    0.000    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:111(__init__)
