Sun Jun 20 01:45:25 2021    output.dat

         325825230 function calls (325819525 primitive calls) in 378.583 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      243    0.001    0.000    0.268    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\construction.py:554(_try_cast)
      119    0.001    0.000    0.017    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\datetimes.py:309(_from_sequence_not_strict)
       98    0.001    0.000    0.023    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexing.py:1505(_get_slice_axis)
      617    0.001    0.000    0.027    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:5836(ensure_index)
      484    0.001    0.000    0.003    0.000 {pandas._libs.lib.is_list_like}
       98    0.001    0.000    3.356    0.034 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:2224(to_native_types)
     1198    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:62(_path_join)
     1198    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:64(<listcomp>)
      318    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\datetimes.py:290(_simple_new)
      199    0.001    0.000    0.002    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:159(_number_format)
       21    0.001    0.000    0.003    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\concat.py:92(_get_mgr_concatenation_plan)
      723    0.001    0.000    0.256    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\missing.py:50(isna)
      399    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:563(_reset_identity)
     1946    0.001    0.000    0.002    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\common.py:187(<lambda>)
      286    0.001    0.000    0.003    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:206(shape)
      468    0.001    0.000    0.005    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\worksheet\header_footer.py:93(__init__)
      311    0.001    0.000    0.004    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\common.py:1341(is_bool_dtype)
    194/4    0.001    0.000    0.420    0.105 <frozen importlib._bootstrap>:650(_load_unlocked)
      380    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:68(_path_split)
       56    0.001    0.000    0.003    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\cast.py:542(maybe_promote)
      536    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:319(_slice)
       62    0.001    0.000    0.005    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\zipfile.py:1478(open)
       24    0.001    0.000    0.005    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:2237(__init__)
      587    0.001    0.000    0.321    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:2515(_maybe_coerce_values)
       98    0.001    0.000    0.024    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexing.py:882(__getitem__)
      691    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:161(_check_ndim)
      194    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
       56    0.001    0.000    0.002    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\algorithms.py:1534(_get_take_nd_function)
  941/843    0.001    0.000    0.004    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\_asarray.py:23(asarray)
      202    0.001    0.000    0.003    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:510(_shallow_copy)
     3399    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
      818    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:351(iget)
     1144    0.001    0.000    0.008    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\common.py:610(<genexpr>)
        4    0.001    0.000    0.003    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\zipfile.py:1328(_RealGetContents)
       98    0.001    0.000    0.002    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\arrays\_mixins.py:128(ravel)
    202/4    0.001    0.000    0.422    0.105 <frozen importlib._bootstrap>:956(_find_and_load_unlocked)
      231    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
     1946    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\common.py:185(classes)
      389    0.001    0.000    0.002    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:5953(maybe_extract_name)
      125    0.001    0.000    0.513    0.004 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\frame.py:502(__init__)
       24    0.001    0.000    1.261    0.053 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:3139(_rows_to_cols)
     1027    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\descriptors\base.py:126(__set__)
      414    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
     1009    0.001    0.000    0.002    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\descriptors\base.py:140(__set__)
       91    0.001    0.000    0.002    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\_asarray.py:293(require)
      335    0.001    0.000    0.010    0.000 {built-in method builtins.any}
      383    0.001    0.000    0.002    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\common.py:1307(is_float_dtype)
     1206    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:210(ndim)
      139    0.001    0.000    0.259    0.002 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\cast.py:1273(maybe_infer_to_datetimelike)
      217    0.001    0.000    0.001    0.000 {method 'view' of 'numpy.ndarray' objects}
       98    0.001    0.000    0.006    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:782(<listcomp>)
       87    0.001    0.000    0.007    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:4393(equals)
       24    0.001    0.000    0.366    0.015 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\construction.py:333(_homogenize)
       86    0.001    0.000    0.002    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\distutils\version.py:307(parse)
      223    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:132(<listcomp>)
      597    0.001    0.000    0.002    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\_dtype.py:307(_name_includes_bit_suffix)
       50    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\xml\etree\ElementTree.py:1256(__init__)
       24    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:824(_get_options_with_defaults)
     2128    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:164(__getitem__)
       98    0.001    0.000    0.017    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\datetimes.py:282(__new__)
      143    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:470(_get_axis)
      545    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\common.py:429(is_timedelta64_dtype)
      536    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\blocks.py:114(_simple_new)
      215    0.001    0.000    0.002    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\generic.py:5467(__setattr__)
      286    0.001    0.000    0.010    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\common.py:605(is_excluded_dtype)
       98    0.001    0.000    0.016    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:299(<listcomp>)
   245/23    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
       70    0.001    0.000    0.009    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\missing.py:619(isna_all)
       24    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:2591(_infer_columns)
      606    0.001    0.000    0.002    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\named_styles.py:76(__setattr__)
      535    0.001    0.000    0.010    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\_methods.py:53(_any)
      168    0.001    0.000    0.002    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\common.py:198(asarray_tuplesafe)
      802    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\indexes\base.py:600(__len__)
       72    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\cast.py:1617(construct_1d_object_array_from_listlike)
     1727    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:233(__next)
      265    0.001    0.000    0.002    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\numerictypes.py:359(issubdtype)
        2    0.001    0.000    0.845    0.422 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\reader\excel.py:139(read_strings)
      563    0.001    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
      101    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\formats\csvs.py:170(data_index)
      231    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:103(release)
      216    0.001    0.000    0.020    0.000 {method 'sum' of 'numpy.ndarray' objects}
      197    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\flags.py:47(__init__)
  386/109    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:174(getwidth)
      196    0.001    0.000    0.035    0.000 <frozen importlib._bootstrap_external>:1302(_get_spec)
      535    0.001    0.000    0.003    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\descriptors\base.py:102(__set__)
      403    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\dtypes\common.py:1769(pandas_dtype)
       48    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\io\parsers.py:1509(_maybe_dedup_names)
      530    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\numpy\core\numerictypes.py:285(issubclass_)
    190/4    0.001    0.000    0.420    0.105 <frozen importlib._bootstrap_external>:777(exec_module)
      636    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\mimetypes.py:80(add_type)
      736    0.001    0.000    0.002    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\styles\alignment.py:68(__iter__)
      192    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:629(spec_from_file_location)
       86    0.001    0.000    0.001    0.000 {method 'split' of 're.Pattern' objects}
  171/139    0.001    0.000    0.003    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\descriptors\serialisable.py:173(__eq__)
       98    0.001    0.000    6.302    0.064 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:674(to_native_types)
      156    0.001    0.000    0.006    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\worksheet\header_footer.py:146(__init__)
       24    0.001    0.000    0.511    0.021 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\construction.py:241(init_dict)
      488    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\descriptors\base.py:245(__set__)
      168    0.001    0.000    0.002    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\descriptors\base.py:119(__init__)
       56    0.001    0.000    0.003    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\concat.py:451(_select_upcast_cls_from_dtype)
      231    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:78(acquire)
       62    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\zipfile.py:809(__init__)
      186    0.001    0.000    0.002    0.000 {method 'decode' of 'bytes' objects}
      241    0.001    0.000    0.003    0.000 {method 'any' of 'numpy.ndarray' objects}
      606    0.001    0.000    0.001    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\compat\strings.py:12(safe_string)
       26    0.001    0.000    0.004    0.000 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\openpyxl\worksheet\views.py:83(__init__)
       56    0.001    0.000    0.053    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\concat.py:231(get_reindexed_values)
       46    0.001    0.000    0.029    0.001 C:\Users\Monika Bisht\AppData\Local\Programs\Python\Python38\lib\site-packages\pandas\core\internals\managers.py:1844(_multi_blockify)
